tipo;estado;canal_entrada;fecha_entrada;fecha_contestacion;consejeria;unidad_descripcion;tema;subtema
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-11 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-11-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-11 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-11-18 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;OTROS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-11 00:00:00.0;2024-10-14 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-12-17 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Educación Concertada, Becas y Ayudas al Estudio;EDUCACIÓN;BECAS, AYUDAS Y SUBVENCIONES
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-10-14 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-11 00:00:00.0;2024-10-14 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-10-25 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;TARIFAS, ABONOS Y TÍTULOS
Queja;Recepcionada por Unidad;INTERNET;2024-10-11 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;CARRETERAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-10-14 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Cancelada;INTERNET;2024-10-11 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-11 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2025-01-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-11 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-11 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-11-06 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Formación;EMPLEO;FORMACIÓN 
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-10-28 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;INFANTIL Y PRIMARIA
Sugerencia;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;PROFESORADO
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-12-04 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;FORMACIÓN PROFESIONAL
Sugerencia;Enviada a Otra Administración;INTERNET;2024-10-11 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;OTROS;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2025-01-17 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Enviada a Otra Administración;INTERNET;2024-10-11 00:00:00.0;;Consejería de Cultura, Turismo y Deporte;;DEPORTES;POLIDEPORTIVOS, PABELLONES Y PISCINAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-11-18 00:00:00.0;Consejería de Sanidad;Dirección General de Salud Pública;SANIDAD;SALUD PÚBLICA
Queja;Contestada al Ciudadano;INTERNET;2024-10-11 00:00:00.0;2024-10-18 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;EMT Y AUTOBUSES URBANOS
Queja;Cancelada;INTERNET;2024-10-11 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;Sin valor
Queja;Recepcionada por Unidad;INTERNET;2024-10-11 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;CARRETERAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-12 00:00:00.0;2024-10-28 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-10-12 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Cancelada;INTERNET;2024-10-12 00:00:00.0;;Consejería de Cultura, Turismo y Deporte;;CULTURA;Sin valor
Queja;Contestada al Ciudadano;INTERNET;2024-10-12 00:00:00.0;2024-10-28 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;TRANSPORTE SANITARIO
Queja;Contestada al Ciudadano;INTERNET;2024-10-12 00:00:00.0;2024-10-25 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;EMPLEO
Queja;Contestada al Ciudadano;INTERNET;2024-10-12 00:00:00.0;2024-12-10 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;VIVIENDAS DEL IVIMA
Agradecimiento;Cancelada;INTERNET;2024-10-12 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;;EMERGENCIAS 112;Sin valor
Agradecimiento;Cancelada;INTERNET;2024-10-12 00:00:00.0;;Consejería de Educación, Universidades, Ciencia y Portavocía;;EDUCACIÓN;Sin valor
Queja;Contestada al Ciudadano;INTERNET;2024-10-12 00:00:00.0;2024-12-27 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;ATENCIÓN AL CIUDADANO;TELÉFONO 012
Queja;Contestada al Ciudadano;INTERNET;2024-10-12 00:00:00.0;2024-10-29 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Este;EDUCACIÓN;CENTROS EDUCATIVOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-10-31 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Cancelada;INTERNET;2024-10-13 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;Sin valor
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;SERVICIO 012;ATENCIÓN AL CIUDADANO;TELÉFONO 012
Sugerencia;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-10-29 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Sugerencia;Enviada a Otra Administración;INTERNET;2024-10-13 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;;MEDIO AMBIENTE;PROTECCIÓN ANIMAL
Queja;Cancelada;INTERNET;2024-10-13 00:00:00.0;;Consejería de Cultura, Turismo y Deporte;;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-10-25 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Infancia, Familia y Fomento de la Natalidad;POLÍTICAS SOCIALES;INFANCIA, ACOGIMIENTO Y ADOPCIÓN
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2025-02-03 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Deportes;DEPORTES;POLIDEPORTIVOS, PABELLONES Y PISCINAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-11-20 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;TEATRO, CINE, MÚSICA Y DANZA
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-11-11 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;TEATRO, CINE, MÚSICA Y DANZA
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Sanidad;Dirección General de Inspección y Ordenación Sanitaria;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-10-16 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Subdirección General de Inspección de Centros y Servicios Sociales;POLÍTICAS SOCIALES;MAYORES
Agradecimiento;Contestada al Ciudadano;INTERNET;2024-10-13 00:00:00.0;2024-11-19 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;TEATRO, CINE, MÚSICA Y DANZA
Sugerencia;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-21 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;METRO 
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-11-06 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Formación;EMPLEO;FORMACIÓN 
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-11-22 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Agradecimiento;Cancelada;PRESENCIAL;2024-10-14 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-16 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;CENTROS EDUCATIVOS
Queja;Enviada a Otra Administración;INTERNET;2024-10-14 00:00:00.0;;;;OTROS;OTROS
Sugerencia;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-12-03 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-11-27 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-12-19 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-16 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Sugerencia;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Infancia, Familia y Fomento de la Natalidad;POLÍTICAS SOCIALES;FAMILIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-30 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Educación Concertada, Becas y Ayudas al Estudio;EDUCACIÓN;BECAS, AYUDAS Y SUBVENCIONES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;BECAS, AYUDAS Y SUBVENCIONES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-11-22 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2025-01-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;BECAS, AYUDAS Y SUBVENCIONES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Enviada a Otra Administración;INTERNET;2024-10-14 00:00:00.0;;Consejería de Cultura, Turismo y Deporte;;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Enviada a Otra Administración;INTERNET;2024-10-14 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;;MEDIO AMBIENTE;ENTORNO NATURAL
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Cancelada;INTERNET;2024-10-14 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;Sin valor
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-16 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-16 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Comercio, Consumo y Servicios;CONSUMO;N/A
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2025-01-08 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Agradecimiento;Recepcionada por Unidad;INTERNET;2024-10-14 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;PUNTOS DE INFORMACIÓN Y REGISTRO
Queja;Enviada a Otra Administración;INTERNET;2024-10-14 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;;MEDIO AMBIENTE;GESTIÓN AMBIENTAL
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-25 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-23 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Cancelada;INTERNET;2024-10-14 00:00:00.0;;Agencia para la Administración Digital de la Comunidad de Madrid;;INFORMATICA Y COMUNICACIONES (MADRID DIGITAL);TRAMITACIÓN TELEMÁTICA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-11-04 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Recepcionada por Coordinador;INTERNET;2024-10-14 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;Sin valor
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-12-10 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;CARRETERAS
Agradecimiento;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;PUNTOS DE INFORMACIÓN Y REGISTRO
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2025-01-23 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;OTROS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Enviada a Otra Administración;INTERNET;2024-10-14 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;;URBANISMO;OTROS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-28 00:00:00.0;Agencia para la Administración Digital de la Comunidad de Madrid;;INFORMATICA Y COMUNICACIONES (MADRID DIGITAL);PORTAL MADRID.ORG
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-11-26 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;FIANZAS
Agradecimiento;Cancelada;PRESENCIAL;2024-10-14 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;PLAN ALQUILA
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-11-15 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Este;EDUCACIÓN;DAT MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-23 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-21 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-12-02 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-23 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-30 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Comercio, Consumo y Servicios;CONSUMO;N/A
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-12-16 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Sugerencia;Cancelada;INTERNET;2024-10-14 00:00:00.0;;Consorcio Regional de Transportes;;TRANSPORTES;METRO 
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-21 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;METRO 
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-16 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Educación Concertada, Becas y Ayudas al Estudio;EDUCACIÓN;BECAS, AYUDAS Y SUBVENCIONES
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-12-02 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-11-22 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-28 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-14 00:00:00.0;2024-10-29 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Formación;EMPLEO;FORMACIÓN 
